ID,gender,age_group,citizen,vismin,immigrant,responded,voted_2019,past_vote,plan_to_vote,likely_party,Healthcare,Education,Taxes,Climate,Jobs,Housing,Indigenous,Immigration,Racial,Seniors,Childcare,COVID19,Debt,ads,decided,ad_affect
2297,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,NDP,Moderately,Slightly,Slightly,Very,Slightly,Moderately,Not,Not,Moderately,Moderately,Not,Extremely,Extremely,TV,Decided,not at all
2300,Male,55-64,yes,No,No,yes,yes,NDP,Yes,Liberal,Slightly,Slightly,Very,Moderately,Moderately,Slightly,Very,Slightly,Don't know,Not,Very,Extremely,Moderately,Signs/Billboards,Decided,not at all
2306,Male,55-64,yes,Yes,No,yes,yes,Liberal,Yes,Undecided,Not,Moderately,Very,Moderately,Slightly,Moderately,Slightly,Very,Slightly,Slightly,Moderately,Moderately,Moderately,TV,Undecided,not at all
2307,Male,45-54,yes,No,No,yes,idk,Did not vote,Yes,Undecided,Not,Not,Moderately,Extremely,Moderately,Moderately,Moderately,Moderately,Not,Very,Not,Extremely,Extremely,Online,Undecided,not at all
2309,Male,25-34,yes,No,Prefer not to say,yes,yes,NDP,Yes,Conservative,Extremely,Not,Extremely,Extremely,Moderately,Moderately,Don't know,Not,Moderately,Moderately,Not,Extremely,Slightly,TV,Decided,not at all
2310,Female,55-64,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Extremely,Not,Slightly,Moderately,Moderately,Slightly,Slightly,Not,Not,Slightly,Moderately,Moderately,TV,Decided,not at all
2311,Female,45-54,yes,No,No,yes,yes,Liberal,Yes,Conservative,Very,Not,Slightly,Moderately,Extremely,Moderately,Moderately,Not,Not,Not,Not,Very,Slightly,Online,Decided,not at all
2312,Female,18-24,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Extremely,Slightly,Moderately,Moderately,Moderately,Moderately,Very,Extremely,Not,Moderately,Not,Very,Moderately,Mail,Decided,not at all
2315,Male,55-64,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Extremely,Very,Extremely,Moderately,Not,Moderately,Not,Very,Slightly,Moderately,Slightly,Online,Decided,not at all
2317,Male,18-24,yes,No,Yes,yes,yes,Conservative,Yes,Liberal,Very,Moderately,Very,Very,Slightly,Very,Not,Not,Moderately,Slightly,Not,Extremely,Moderately,Print,Decided,not at all
2320,Female,45-54,yes,Yes,No,yes,yes,NDP,Yes,Liberal,Not,Very,Slightly,Moderately,Moderately,Moderately,Not,Moderately,Slightly,Moderately,Not,Extremely,Very,Online,Decided,not at all
2326,Male,35-44,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Not,Very,Moderately,Moderately,Moderately,Slightly,Moderately,Extremely,Slightly,Moderately,Slightly,Extremely,Slightly,Online,Decided,not at all
2331,Female,18-24,yes,No,No,yes,yes,NDP,Yes,NDP,Slightly,Not,Moderately,Moderately,Slightly,Moderately,Not,Not,Moderately,Not,Moderately,Moderately,Moderately,Online,Decided,not at all
2332,Female,25-34,yes,No,No,yes,yes,NDP,Yes,NDP,Not,Moderately,Slightly,Very,Moderately,Moderately,Not,Not,Very,Not,Not,Extremely,Moderately,Online,Decided,not at all
2334,Female,65 and over,yes,No,No,yes,yes,Liberal,Don't know,Liberal,Very,Not,Don't know,Very,Moderately,Moderately,Not,Don't know,Slightly,Slightly,Moderately,Extremely,Moderately,Online,Decided,not at all
2337,Male,35-44,yes,No,No,yes,yes,Liberal,Yes,NDP,Not,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Not,Slightly,Not,Not,Moderately,Moderately,Online,Decided,not at all
2338,Female,18-24,yes,No,No,yes,yes,Liberal,Yes,Liberal,Very,Moderately,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Moderately,Extremely,TV,Decided,not at all
2340,Female,25-34,yes,Yes,Prefer not to say,yes,yes,Liberal,Yes,Conservative,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Slightly,Slightly,Slightly,Slightly,Slightly,Moderately,Slightly,Online,Decided,not at all
2343,Male,35-44,yes,Yes,Yes,yes,yes,Liberal,Yes,Conservative,Not,Moderately,Moderately,Slightly,Slightly,Moderately,Not,Not,Not,Moderately,Not,Moderately,Slightly,None,Decided,not at all
2347,Male,65 and over,yes,Prefer not to say,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Moderately,Very,Moderately,Moderately,Extremely,Moderately,Not,Don't know,Not,Moderately,Moderately,TV,Decided,not at all
2348,Male,35-44,yes,Prefer not to say,Yes,yes,yes,NDP,Yes,Liberal,Not,Not,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Slightly,Moderately,Moderately,Extremely,Very,Print,Decided,not at all
2351,Female,45-54,yes,No,No,yes,no,Did not vote,Yes,NDP,Slightly,Not,Don't know,Very,Slightly,Not,Slightly,Moderately,Not,Very,Slightly,Moderately,Slightly,None,Decided,not at all
2360,Female,65 and over,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Moderately,Very,Moderately,Extremely,Don't know,Not,Very,Not,Slightly,Moderately,Slightly,Online,Decided,a little
2361,Male,25-34,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Extremely,Not,Extremely,Moderately,Extremely,Not,Slightly,Moderately,Slightly,Not,Moderately,Extremely,Moderately,Online,Decided,not at all
2363,Male,65 and over,yes,Yes,No,yes,no,Did not vote,No,Don't plan to vote,Not,Not,Moderately,Very,Very,Moderately,Not,Not,Not,Moderately,Extremely,Extremely,Not,Online,Decided,not at all
2365,Female,45-54,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Extremely,Moderately,Slightly,Moderately,Don't know,Moderately,Not,Moderately,Very,Moderately,Not,Moderately,Extremely,TV,Decided,not at all
2366,Female,45-54,yes,No,No,yes,yes,NDP,Yes,Undecided,Not,Slightly,Moderately,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Not,Moderately,Slightly,Online,Undecided,not at all
2371,Female,18-24,yes,No,No,yes,yes,NDP,Don't know,NDP,Not,Not,Don't know,Very,Extremely,Moderately,Slightly,Not,Very,Moderately,Moderately,Moderately,Extremely,Online,Decided,not at all
2374,Male,55-64,yes,No,No,yes,yes,Liberal,Yes,Conservative,Slightly,Not,Very,Moderately,Not,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Don't know,Very,None,Decided,not at all
2380,Female,25-34,yes,No,Yes,yes,yes,NDP,Yes,Liberal,Slightly,Not,Don't know,Don't know,Moderately,Very,Slightly,Not,Moderately,Not,Not,Slightly,Moderately,Print,Decided,not at all
2382,Female,45-54,yes,No,No,yes,yes,NDP,Yes,Liberal,Slightly,Slightly,Slightly,Extremely,Moderately,Not,Moderately,Moderately,Not,Slightly,Moderately,Extremely,Moderately,Online,Decided,not at all
2386,Male,35-44,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Don't know,Very,Moderately,Not,Moderately,Moderately,Not,Moderately,Not,Moderately,Extremely,TV,Decided,not at all
2388,Female,25-34,yes,No,No,yes,yes,Green,Yes,NDP,Slightly,Not,Slightly,Slightly,Extremely,Not,Not,Moderately,Not,Slightly,Slightly,Moderately,Extremely,Online,Decided,not at all
2389,Male,18-24,yes,No,Yes,yes,yes,Conservative,Yes,Liberal,Not,Moderately,Slightly,Not,Moderately,Moderately,Extremely,Not,Slightly,Not,Not,Extremely,Slightly,Online,Decided,not at all
2390,Male,18-24,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Slightly,Extremely,Moderately,Moderately,Don't know,Not,Moderately,Slightly,Slightly,Moderately,Moderately,Online,Decided,not at all
2391,Female,45-54,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Not,Not,Slightly,Not,Moderately,Not,Not,Very,Not,Moderately,Not,Moderately,Moderately,TV,Decided,not at all
2394,Female,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Extremely,Moderately,Don't know,Moderately,Very,Not,Extremely,Moderately,Extremely,Not,Very,Moderately,Online,Decided,not at all
2397,Female,55-64,yes,No,Yes,yes,yes,Liberal,Yes,NDP,Slightly,Moderately,Moderately,Not,Moderately,Moderately,Not,Moderately,Slightly,Not,Moderately,Extremely,Slightly,Online,Decided,not at all
2402,Female,65 and over,yes,Yes,Yes,yes,yes,Liberal,Yes,NDP,Not,Slightly,Moderately,Moderately,Very,Moderately,Not,Very,Very,Moderately,Not,Moderately,Moderately,TV,Decided,not at all
2405,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Conservative,Extremely,Not,Don't know,Not,Extremely,Not,Very,Moderately,Very,Slightly,Slightly,Moderately,Moderately,TV,Decided,not at all
2406,Female,65 and over,yes,No,No,yes,yes,Conservative,Yes,Liberal,Moderately,Not,Slightly,Very,Moderately,Extremely,Not,Slightly,Moderately,Slightly,Not,Moderately,Very,TV,Decided,not at all
2410,Female,18-24,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Not,Moderately,Very,Moderately,Very,Not,Not,Not,Moderately,Slightly,Moderately,Moderately,Online,Decided,not at all
2414,Female,45-54,yes,No,No,yes,yes,Liberal,Yes,Green,Extremely,Moderately,Don't know,Moderately,Moderately,Not,Extremely,Slightly,Moderately,Moderately,Moderately,Extremely,Moderately,Online,Decided,not at all
2420,Male,65 and over,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Slightly,Not,Slightly,Slightly,Extremely,Slightly,Print,Decided,not at all
2422,Male,45-54,yes,No,No,yes,yes,Conservative,Yes,Liberal,Extremely,Extremely,Moderately,Moderately,Moderately,Moderately,Slightly,Very,Not,Not,Extremely,Very,Moderately,None,Decided,not at all
2429,Male,35-44,yes,Yes,No,yes,yes,Conservative,Yes,Liberal,Not,Slightly,Slightly,Moderately,Moderately,Slightly,Not,Extremely,Not,Extremely,Moderately,Moderately,Moderately,Online,Decided,not at all
2435,Female,45-54,yes,Yes,Yes,yes,yes,Green,Yes,NDP,Not,Moderately,Slightly,Extremely,Moderately,Moderately,Not,Very,Not,Not,Moderately,Moderately,Extremely,Online,Decided,not at all
2440,Male,35-44,yes,No,No,yes,yes,Liberal,Yes,Liberal,Very,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Very,Slightly,Moderately,Not,Not,Slightly,TV,Decided,not at all
2441,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,Conservative,Slightly,Slightly,Extremely,Moderately,Extremely,Moderately,Not,Not,Moderately,Slightly,Not,Moderately,Slightly,Online,Decided,not at all
2442,Female,35-44,yes,No,No,yes,no,Did not vote,Yes,Conservative,Slightly,Not,Slightly,Not,Moderately,Not,Extremely,Moderately,Extremely,Moderately,Moderately,Moderately,Extremely,Signs/Billboards,Decided,not at all
2443,Female,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Very,Moderately,Not,Moderately,Moderately,Not,Slightly,Slightly,Moderately,Not,Not,Moderately,Slightly,TV,Decided,somewhat
2447,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Very,Don't know,Moderately,Moderately,Extremely,Moderately,Not,Moderately,Slightly,Not,Moderately,Very,Slightly,Online,Decided,not at all
2449,Female,65 and over,yes,Yes,No,yes,yes,NDP,Don't know,Liberal,Not,Not,Don't know,Moderately,Moderately,Moderately,Slightly,Not,Moderately,Very,Not,Very,Slightly,Online,Decided,not at all
2452,Male,18-24,yes,No,No,yes,yes,NDP,Yes,NDP,Not,Moderately,Very,Don't know,Moderately,Slightly,Extremely,Not,Slightly,Slightly,Moderately,Extremely,Extremely,TV,Decided,not at all
2453,Female,45-54,yes,No,No,yes,yes,Liberal,Don't know,NDP,Not,Don't know,Moderately,Not,Moderately,Moderately,Extremely,Very,Very,Very,Moderately,Very,Extremely,Signs/Billboards,Decided,not at all
2454,Female,55-64,yes,No,No,yes,yes,Green,Yes,Liberal,Slightly,Moderately,Moderately,Moderately,Moderately,Extremely,Not,Moderately,Not,Not,Moderately,Very,Not,TV,Decided,not at all
2455,Female,35-44,yes,No,Yes,yes,yes,NDP,Yes,NDP,Slightly,Not,Extremely,Moderately,Not,Extremely,Slightly,Moderately,Not,Not,Slightly,Moderately,Slightly,None,Decided,a little
2458,Male,45-54,yes,No,No,yes,yes,Liberal,Yes,Undecided,Slightly,Not,Very,Slightly,Extremely,Moderately,Moderately,Slightly,Slightly,Moderately,Not,Not,Very,None,Undecided,not at all
2461,Male,55-64,yes,No,Yes,yes,yes,Liberal,Yes,NDP,Not,Slightly,Very,Slightly,Moderately,Moderately,Moderately,Moderately,Not,Moderately,Slightly,Moderately,Moderately,Print,Decided,not at all
2462,Female,45-54,yes,No,No,yes,yes,Liberal,Yes,Conservative,Not,Not,Moderately,Moderately,Moderately,Extremely,Not,Moderately,Not,Not,Not,Not,Slightly,Mail,Decided,not at all
2463,Female,55-64,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Moderately,Moderately,Extremely,Very,Moderately,Not,Moderately,Slightly,Slightly,Moderately,Slightly,Mail,Decided,not at all
2464,Male,25-34,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Don't know,Slightly,Don't know,Moderately,Moderately,Extremely,Not,Moderately,Not,Not,Don't know,Extremely,Very,TV,Decided,not at all
2465,Female,25-34,yes,Yes,Yes,yes,yes,Other/Prefer not to answer,Yes,NDP,Not,Not,Moderately,Moderately,Moderately,Moderately,Not,Moderately,Not,Not,Don't know,Extremely,Very,None,Decided,not at all
2467,Male,65 and over,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Moderately,Slightly,Moderately,Moderately,Not,Slightly,Slightly,Moderately,Not,Slightly,Extremely,Extremely,Signs/Billboards,Decided,not at all
2468,Female,35-44,yes,Yes,No,yes,yes,Other/Prefer not to answer,Yes,Conservative,Moderately,Extremely,Moderately,Extremely,Moderately,Very,Not,Very,Extremely,Not,Not,Extremely,Don't know,Signs/Billboards,Decided,not at all
2469,Female,25-34,yes,No,Yes,yes,yes,NDP,Yes,Liberal,Very,Slightly,Extremely,Don't know,Moderately,Not,Moderately,Slightly,Don't know,Moderately,Moderately,Not,Slightly,TV,Decided,not at all
2471,Female,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Undecided,Slightly,Not,Moderately,Moderately,Moderately,Very,Don't know,Don't know,Not,Moderately,Not,Moderately,Moderately,Online,Undecided,not at all
2473,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Moderately,Moderately,Not,Moderately,Very,Don't know,Not,Moderately,Moderately,Moderately,Slightly,None,Decided,not at all
2474,Female,45-54,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Very,Not,Moderately,Very,Moderately,Moderately,Not,Slightly,Not,Moderately,Very,Extremely,Very,Online,Decided,not at all
2475,Female,55-64,yes,Yes,Yes,yes,yes,Conservative,Yes,Green,Slightly,Moderately,Don't know,Moderately,Moderately,Extremely,Moderately,Not,Not,Not,Slightly,Moderately,Very,Online,Decided,a lot
2482,Female,35-44,yes,No,No,yes,yes,Conservative,Yes,Liberal,Not,Moderately,Slightly,Extremely,Extremely,Moderately,Not,Moderately,Moderately,Slightly,Not,Don't know,Moderately,TV,Decided,not at all
2484,Female,55-64,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Very,Slightly,Slightly,Moderately,Very,Very,Extremely,Moderately,Moderately,Not,Slightly,Moderately,Slightly,Online,Decided,not at all
2485,Female,65 and over,yes,No,No,yes,yes,NDP,Yes,Undecided,Slightly,Not,Moderately,Moderately,Moderately,Moderately,Not,Not,Not,Not,Moderately,Moderately,Moderately,Mail,Undecided,not at all
2489,Male,45-54,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Moderately,Extremely,Moderately,Slightly,Slightly,Slightly,Slightly,Moderately,Not,Moderately,Moderately,Online,Decided,not at all
2490,Female,65 and over,yes,No,Yes,yes,idk,Did not vote,No,Don't plan to vote,Slightly,Not,Moderately,Not,Moderately,Not,Slightly,Not,Moderately,Not,Not,Extremely,Not,TV,Decided,not at all
2493,Female,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Don't know,Very,Slightly,Moderately,Moderately,Moderately,Not,Slightly,Moderately,Not,Moderately,Very,Signs/Billboards,Decided,not at all
2494,Male,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Undecided,Slightly,Moderately,Moderately,Extremely,Moderately,Don't know,Moderately,Slightly,Moderately,Not,Moderately,Extremely,Extremely,TV,Undecided,not at all
2495,Male,55-64,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Very,Not,Not,Extremely,Moderately,Slightly,Extremely,Not,Moderately,Not,Moderately,Slightly,Online,Decided,not at all
2497,Female,55-64,yes,Yes,Yes,yes,yes,NDP,Yes,NDP,Not,Not,Moderately,Slightly,Moderately,Don't know,Moderately,Not,Not,Slightly,Slightly,Not,Moderately,Print,Decided,not at all
2498,Female,65 and over,yes,No,Yes,yes,yes,NDP,Yes,Conservative,Slightly,Moderately,Very,Moderately,Moderately,Very,Moderately,Moderately,Not,Not,Not,Very,Moderately,TV,Decided,not at all
2499,Female,65 and over,yes,Yes,No,yes,yes,NDP,Yes,Liberal,Extremely,Moderately,Not,Very,Slightly,Moderately,Slightly,Not,Very,Moderately,Moderately,Moderately,Moderately,None,Decided,not at all
2500,Male,55-64,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Slightly,Not,Moderately,Slightly,Moderately,Extremely,Not,Not,Don't know,Moderately,Moderately,Moderately,Slightly,Online,Decided,not at all
